Symbol,Name,MarketCap,Country,Sector,Industry
JUNO,Juno Therapeutics  Inc.,4996646074.99,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
WTR,Aqua America  Inc.,5001823351.5,United States,Public Utilities,Water Supply
DYAX,Dyax Corp.,5052272119,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
BC,Brunswick Corporation,5053433171.04,United States,Energy,Industrial Machinery/Components
TPX,Tempur Sealy International  Inc.,5068399917.98,United States,Consumer Durables,Home Furnishings
HNT,Health Net Inc.,5074359437.55,United States,Health Care,Medical Specialities
JEC,Jacobs Engineering Group Inc.,5101746693.55,United States,Basic Industries,Military/Government/Technical
EPC,Energizer Holdings  Inc.,5119128959.11,United States,Consumer Non-Durables,Package Goods/Cosmetics
PPC,Pilgrim&#39;s Pride Corporation,5156484411.16,United States,Consumer Non-Durables,Meat/Poultry/Fish
PSXP,Phillips 66 Partners LP,5201127870.72,United States,Energy,Natural Gas Distribution
PBCT,People&#39;s United Financial  Inc.,5204781647.29,United States,Finance,Savings Institutions
OGE,OGE Energy Corporation,5205792173.34,United States,Public Utilities,Electric Utilities: Central
CPN,Calpine Corporation,5213460188.22,United States,Public Utilities,Electric Utilities: Central
DKS,Dick&#39;s Sporting Goods Inc,5232303943.83,United States,Consumer Services,Other Specialty Stores
KAR,KAR Auction Services  Inc,5248510537.02,United States,Consumer Durables,Automotive Aftermarket
ACHC,Acadia Healthcare Company  Inc.,5278937677.93,United States,Health Care,Medical Specialities
OC,Owens Corning Inc,5315141470.33,United States,Capital Goods,Industrial Machinery/Components
CYT,Cytec Industries Inc.,5319287933.4,United States,Basic Industries,Major Chemicals
SCI,Service Corporation International,5319412114.28,United States,Consumer Services,Other Consumer Services
MUR,Murphy Oil Corporation,5324214852.44,United States,Energy,Oil & Gas Production
ALGN,Align Technology  Inc.,5339353241.16,United States,Health Care,Industrial Specialties
LYV,Live Nation Entertainment  Inc.,5356213896.85,United States,Consumer Services,Services-Misc. Amusement & Recreation
TFSL,TFS Financial Corporation,5358482069.48,United States,Finance,Savings Institutions
NGLS,Targa Resources Partners LP,5379073919.1,United States,Public Utilities,Natural Gas Distribution
KEYS,Keysight Technologies Inc.,5421366189.47,United States,Capital Goods,Industrial Machinery/Components
FTR,Frontier Communications Corporation,5432162550,United States,Public Utilities,Telecommunications Equipment
EQM,EQT Midstream Partners  LP,5470333526.07,United States,Public Utilities,Natural Gas Distribution
FMC,FMC Corporation,5479879106.97,United States,Basic Industries,Major Chemicals
NUAN,Nuance Communications  Inc.,5483335746,United States,Technology,Computer Software: Prepackaged Software
WR,Westar Energy  Inc.,5495203399.68,United States,Public Utilities,Power Generation
IACI,IAC/InterActiveCorp,5505881028,United States,Consumer Services,Other Specialty Stores
AMCX,AMC Networks Inc.,5521975201.86,United States,Consumer Services,Television Services
TFX,Teleflex Incorporated,5532631760.37,United States,Health Care,Medical/Dental Instruments
BKFS,Black Knight Financial Services  Inc.,5537905502.88,United States,Technology,Computer Software: Prepackaged Software
LC,LendingClub Corporation,5554591656.6,United States,Finance,Finance: Consumer Services
AFSI,AmTrust Financial Services  Inc.,5573765117.6,United States,Finance,Property-Casualty Insurers
LBRDK,Liberty Broadband Corporation,5574061704.53,United States,Consumer Services,Television Services
MANH,Manhattan Associates  Inc.,5582111221.2,United States,Technology,Computer Software: Prepackaged Software
ODFL,Old Dominion Freight Line  Inc.,5591420112.9,United States,Transportation,Trucking Freight/Courier Services
FLO,Flowers Foods  Inc.,5607714002.44,United States,Consumer Non-Durables,Packaged Foods
ARW,Arrow Electronics  Inc.,5609915904.5,United States,Consumer Non-Durables,Electronic Components
CSL,Carlisle Companies Incorporated,5610616160.31,United States,Basic Industries,Specialty Chemicals
SPB           ,Spectrum Brands Holdings  Inc.,5614902459.52,United States,Miscellaneous,Industrial Machinery/Components
LBRDA,Liberty Broadband Corporation,5650432851.75,United States,Consumer Services,Television Services
AIZ,Assurant  Inc.,5672887084.2,United States,Finance,Accident &Health Insurance
CBOE,CBOE Holdings  Inc.,5673727380.23,United States,Finance,Investment Bankers/Brokers/Service
ALB,Albemarle Corporation,5686389656.64,United States,Basic Industries,Major Chemicals
DPZ,Domino&#39;s Pizza Inc,5707358058.92,United States,Consumer Non-Durables,Food Distributors
AIV,Apartment Investment and Management Company,5796481539.71,United States,Consumer Services,Real Estate Investment Trusts
ROL,Rollins  Inc.,5807945147.81,United States,Finance,Diversified Commercial Services
ADT,ADT Corporation,5809993781.93,United States,Consumer Services,Diversified Commercial Services
TYL,Tyler Technologies  Inc.,5822914230,United States,Technology,Computer Software: Prepackaged Software
FTNT,Fortinet  Inc.,5827706463.9,United States,Technology,Computer peripheral equipment
RRC,Range Resources Corporation,5828010654.39,United States,Energy,Oil & Gas Production
TRMB,Trimble Navigation Limited,5837573342.64,United States,Capital Goods,Industrial Machinery/Components
ENLK,EnLink Midstream Partners  LP,5842527570,United States,Public Utilities,Natural Gas Distribution
KRC,Kilroy Realty Corporation,5857837711.84,United States,Consumer Services,Real Estate Investment Trusts
PKI,PerkinElmer  Inc.,5889134263.46,United States,Capital Goods,Biotechnology: Laboratory Analytical Instruments
IEX,IDEX Corporation,5912592762.89,United States,Capital Goods,Fluid Controls
AVY,Avery Dennison Corporation,5951683603.13,United States,Consumer Durables,Containers/Packaging
DDR,DDR Corp.,5956912673.95,United States,Consumer Services,Real Estate Investment Trusts
OHI,Omega Healthcare Investors  Inc.,5977696352.52,United States,Consumer Services,Real Estate Investment Trusts
SGEN,Seattle Genetics  Inc.,6000469694.64,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FSLR,First Solar  Inc.,6020866018.44,United States,Technology,Semiconductors
UGI,UGI Corporation,6028225048.02,United States,Public Utilities,Natural Gas Distribution
ULTI,The Ultimate Software Group  Inc.,6030087990.3,United States,Technology,Computer Software: Prepackaged Software
NI,NiSource  Inc,6042007468.8,United States,Public Utilities,Power Generation
ATO,Atmos Energy Corporation,6062921697.19,United States,Public Utilities,Oil/Gas Transmission
HDS,HD Supply Holdings  Inc.,6081900760.32,United States,Consumer Services,Office Equipment/Supplies/Services
SIRO,Sirona Dental Systems  Inc.,6098432431.58,United States,Health Care,Medical/Dental Instruments
LII,Lennox International  Inc.,6101819641.65,United States,Capital Goods,Industrial Machinery/Components
TGNA,TEGNA Inc.,6123798715.84,United States,Consumer Services,Broadcasting
RGA,Reinsurance Group of America  Incorporated,6135649910.49,United States,Finance,Life Insurance
RPM,RPM International Inc.,6141404052.4,United States,Basic Industries,Paints/Coatings
COMM,CommScope Holding Company  Inc.,6142349575.13,United States,Technology,Radio And Television Broadcasting And Communications Equipment
TOL,Toll Brothers Inc.,6145872370,United States,Capital Goods,Homebuilding
ALLE,Allegion plc,6164259998.18,United States,Consumer Services,Diversified Commercial Services
HII,Huntington Ingalls Industries  Inc.,6168693570,United States,Capital Goods,Marine Transportation
RLGY,Realogy Holdings Corp.,6184618921.38,United States,Finance,Real Estate
AVT,Avnet  Inc.,6197762313.15,United States,Consumer Non-Durables,Electronic Components
AGNC,American Capital Agency Corp.,6201702351.46,United States,Consumer Services,Real Estate Investment Trusts
FLS,Flowserve Corporation,6205814049.76,United States,Capital Goods,Fluid Controls
REG,Regency Centers Corporation,6214360416,United States,Consumer Services,Real Estate Investment Trusts
JKHY,Jack Henry & Associates  Inc.,6246725248.27,United States,Technology,EDP Services
MIC,Macquarie Infrastructure Company,6247790417.28,United States,Energy,Oil Refining/Marketing
PHM,PulteGroup  Inc.,6253046231.13,United States,Capital Goods,Homebuilding
AFG,American Financial Group  Inc.,6253531276.56,United States,Finance,Property-Casualty Insurers
EWBC,East West Bancorp  Inc.,6256040153.16,United States,Finance,Major Banks
ZION,Zions Bancorporation,6265984051.8,United States,Finance,Major Banks
MAA,Mid-America Apartment Communities  Inc.,6279856231.11,United States,Consumer Services,Real Estate Investment Trusts
CG,The Carlyle Group L.P.,6326104028.76,United States,Finance,Investment Managers
LEG,Leggett & Platt  Incorporated,6329714998.68,United States,Consumer Durables,Home Furnishings
TE,TECO Energy  Inc.,6341415541.6,United States,Public Utilities,Electric Utilities: Central
ZAYO,Zayo Group Holdings  Inc.,6344956608.69,United States,Public Utilities,Telecommunications Equipment
HP,Helmerich & Payne  Inc.,6351949981.8,United States,Energy,Oil & Gas Production
ATHN,athenahealth  Inc.,6356077789.3,United States,Miscellaneous,Business Services
IRM,Iron Mountain Incorporated,6395822037.67,United States,Consumer Services,Real Estate Investment Trusts
IDXX,IDEXX Laboratories  Inc.,6416568252.68,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NFX,Newfield Exploration Company,6416860315.86,United States,Energy,Oil & Gas Production
CPT,Camden Property Trust,6426859300.12,United States,Consumer Services,Real Estate Investment Trusts
LNT,Alliant Energy Corporation,6454893931.76,United States,Public Utilities,Power Generation
LAMR,Lamar Advertising Company,6458228017.8,United States,Consumer Services,Real Estate Investment Trusts
WBC,Wabco Holdings Inc.,6463422537.6,United States,Capital Goods,Auto Manufacturing
ARE,Alexandria Real Estate Equities  Inc.,6463576006.44,United States,Consumer Services,Real Estate Investment Trusts
WPC,W.P. Carey Inc.,6471642744.27,United States,Consumer Services,Real Estate Investment Trusts
VAL,Valspar Corporation (The),6499585646.08,United States,Basic Industries,Paints/Coatings
CPGX,Columbia Pipeline Group  Inc.,6549249137,United States,Public Utilities,Natural Gas Distribution
PKG,Packaging Corporation of America,6549488885.88,United States,Consumer Durables,Containers/Packaging
OKE,ONEOK  Inc.,6609677010.4,United States,Public Utilities,Oil & Gas Production
XYL,Xylem Inc.,6622198959.48,United States,Capital Goods,Fluid Controls
NVR,NVR  Inc.,6629891042.5,United States,Capital Goods,Homebuilding
CSGP,CoStar Group  Inc.,6630645314.7,United States,Miscellaneous,Business Services
ISIS,Isis Pharmaceuticals  Inc.,6702294036.22,United States,Health Care,Major Pharmaceuticals
POM,PEPCO Holdings  Inc.,6731000249.14,United States,Public Utilities,Power Generation
MAN,ManpowerGroup,6752043102.12,United States,Technology,Professional Services
CDNS,Cadence Design Systems  Inc.,6756134160,United States,Technology,Computer Software: Prepackaged Software
BR,Broadridge Financial Solutions  Inc.,6761659063.18,United States,Miscellaneous,Business Services
DXCM,DexCom  Inc.,6784508238.24,United States,Health Care,Medical/Dental Instruments
WSM,Williams-Sonoma  Inc.,6809350142.56,United States,Consumer Services,Home Furnishings
AXTA,Axalta Coating Systems Ltd.,6814245010.95,United States,Basic Industries,Paints/Coatings
PNW,Pinnacle West Capital Corporation,6821693738.08,United States,Public Utilities,Electric Utilities: Central
MIDD,The Middleby Corporation,6845994161.44,United States,Technology,Industrial Machinery/Components
WRB,W.R. Berkley Corporation,6851752805.22,United States,Finance,Property-Casualty Insurers
N,Netsuite Inc,6867016612.01,United States,Technology,Computer Software: Prepackaged Software
WCN,Waste Connections  Inc.,6877750760,United States,Public Utilities,Environmental Services
INGR,Ingredion Incorporated,6927702350,United States,Consumer Non-Durables,Packaged Foods
MD,Mednax  Inc,6931797859.35,United States,Health Care,Hospital/Nursing Management
SSNC,SS&C Technologies Holdings  Inc.,6935522951.28,United States,Technology,Computer Software: Prepackaged Software
AOS,Smith (A.O.) Corporation,6953835531.84,United States,Consumer Durables,Consumer Electronics/Appliances
EQGP,EQT GP Holdings  LP,6954891450,United States,Public Utilities,Natural Gas Distribution
FLR,Fluor Corporation,6958837562.04,United States,Basic Industries,Military/Government/Technical
MSCI,MSCI Inc,6960390177.14,United States,Miscellaneous,Business Services
AES,The AES Corporation,6964833910.8,United States,Basic Industries,Electric Utilities: Central
PCL,Plum Creek Timber Company  Inc.,6994293556.92,United States,Consumer Services,Real Estate Investment Trusts
RHI,Robert Half International Inc.,7005834000,United States,Technology,Professional Services
UTHR,United Therapeutics Corporation,7009590271.44,United States,Health Care,Major Pharmaceuticals
DRE,Duke Realty Corporation,7012073502.15,United States,Consumer Services,Real Estate Investment Trusts
SIVB,SVB Financial Group,7050621424.14,United States,Finance,Major Banks
WES,Western Gas Partners  LP,7069962112.2,United States,Public Utilities,Natural Gas Distribution
AN,AutoNation  Inc.,7079989952,United States,Consumer Durables,Automotive Aftermarket
LUK,Leucadia National Corporation,7137753361.86,United States,Consumer Non-Durables,Meat/Poultry/Fish
GRA,W.R. Grace & Co.,7158291589.92,United States,Basic Industries,Major Chemicals
NYCB,New York Community Bancorp  Inc.,7180250792,United States,Finance,Banks
IT,Gartner  Inc.,7181503898.16,United States,Consumer Services,Other Consumer Services
FDS,FactSet Research Systems Inc.,7187243941.8,United States,Technology,Computer Software: Programming  Data Processing
ARG,Airgas  Inc.,7237706948.15,United States,Capital Goods,Industrial Machinery/Components
JLL,Jones Lang LaSalle Incorporated,7245795668.65,United States,Finance,Real Estate
WWAV,Whitewave Foods Company (The),7288738585.7,United States,Consumer Non-Durables,Packaged Foods
APO,Apollo Global Management  LLC,7302652785.12,United States,Finance,Investment Managers
CCK,Crown Holdings  Inc.,7347000173.6,United States,Consumer Durables,Containers/Packaging
DATA,Tableau Software  Inc.,7358544451.44,United States,Technology,Computer Software: Prepackaged Software
CNC,Centene Corporation,7360772159,United States,Health Care,Medical Specialities
CIT,CIT Group Inc (DEL),7402160828.32,United States,Finance,Finance: Consumer Services
URI,United Rentals  Inc.,7411416342.24,United States,Technology,Diversified Commercial Services
H,Hyatt Hotels Corporation,7434902257.68,United States,Consumer Services,Hotels/Resorts
COO,Cooper Companies  Inc. (The),7452996242.45,United States,Health Care,Ophthalmic Goods
VER,VEREIT Inc.,7466417871,United States,Consumer Services,Real Estate Investment Trusts
GAS,AGL Resources  Inc.,7470660544.96,United States,Public Utilities,Oil/Gas Transmission
PII,Polaris Industries Inc.,7475037180,United States,Capital Goods,Industrial Specialties
TMK,Torchmark Corporation,7476893913.6,United States,Finance,Life Insurance
WAB,Westinghouse Air Brake Technologies Corporation,7486698542.4,United States,Capital Goods,Railroads
CDW,CDW Corporation,7495571946.06,United States,Consumer Services,Catalog/Specialty Distribution
CNP,CenterPoint Energy  Inc.,7512369456.6,United States,Public Utilities,Electric Utilities: Central
WYNN,Wynn Resorts  Limited,7512706278.21,United States,Consumer Services,Hotels/Resorts
SXL,Sunoco Logistics Partners LP,7562853175.68,United States,Energy,Natural Gas Distribution
ASH,Ashland Inc.,7573940304,United States,Consumer Durables,Specialty Chemicals
SNI,Scripps Networks Interactive  Inc,7587739915.2,United States,Consumer Services,Television Services
SPR,Spirit Aerosystems Holdings  Inc.,7702821300.57,United States,Capital Goods,Military/Government/Technical
SPLK,Splunk Inc.,7729064903.68,United States,Technology,Computer Software: Prepackaged Software
PVH,PVH Corp.,7778866173.28,United States,Consumer Non-Durables,Apparel
AJG,Arthur J. Gallagher & Co.,7785181700,United States,Finance,Specialty Insurers
FFIV,F5 Networks  Inc.,7787020085.68,United States,Technology,Computer Communications Equipment
HAR,Harman International Industries  Incorporated,7811800361.4,United States,Consumer Non-Durables,Consumer Electronics/Appliances
FIT,Fitbit  Inc.,7856479923.84,United States,Technology,Computer Manufacturing
Y,Alleghany Corporation,7860577768.61,United States,Finance,Property-Casualty Insurers
OAK,Oaktree Capital Group  LLC,7880648717.2,United States,Finance,Investment Managers
DRI,Darden Restaurants  Inc.,7907454357.66,United States,Consumer Services,Restaurants
CDK,CDK Global  Inc.,7925154993.51,United States,Miscellaneous,Business Services
SBNY,Signature Bank,7972324680.69,United States,Finance,Major Banks
VAR,Varian Medical Systems  Inc.,7984215997.2,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FTI,FMC Technologies  Inc.,8004392370.65,United States,Energy,Metal Fabrications
SNPS,Synopsys  Inc.,8035969882.71,United States,Technology,Computer Software: Prepackaged Software
UHAL,Amerco,8058604790.12,United States,Consumer Services,Rental/Leasing Companies
WLK,Westlake Chemical Corporation,8078588415.69,United States,Basic Industries,Major Chemicals
GMCR,Keurig Green Mountain  Inc.,8115783921.48,United States,Consumer Non-Durables,Packaged Foods
Q,Quintiles Transitional Holdings Inc.,8135225226.06,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
RMD,ResMed Inc.,8149966354.84,United States,Health Care,Medical/Dental Instruments
SABR,Sabre Corporation,8159927311.2,United States,Technology,Computer Software: Programming  Data Processing
SCG,Scana Corporation,8174847652.4,United States,Public Utilities,Power Generation
RAD,Rite Aid Corporation,8202720171.52,United States,Health Care,Medical/Nursing Services
IHS,IHS Inc.,8219602853.44,United States,Technology,Computer Software: Programming  Data Processing
JBLU,JetBlue Airways Corporation,8219928992.89,United States,Transportation,Air Freight/Delivery Services
CMA,Comerica Incorporated,8271189342,United States,Finance,Major Banks
OKS,ONEOK Partners  L.P.,8290924767,United States,Public Utilities,Natural Gas Distribution
FBHS,Fortune Brands Home & Security  Inc.,8299392804.8,United States,Basic Industries,Homebuilding
QRVO,Qorvo  Inc.,8306439439.65,United States,Technology,Semiconductors
MAT,Mattel  Inc.,8354898631.36,United States,Consumer Non-Durables,Recreational Products/Toys
RJF,Raymond James Financial  Inc.,8396053109.85,United States,Finance,Investment Bankers/Brokers/Service
ANSS,ANSYS  Inc.,8430276512.56,United States,Technology,Computer Software: Prepackaged Software
SPLS,Staples  Inc.,8495068454.4,United States,Consumer Services,Other Specialty Stores
BPL,Buckeye Partners L.P.,8503190718,United States,Energy,Natural Gas Distribution
AGNCB,American Capital Agency Corp.,8521236695.51,United States,Consumer Services,Real Estate Investment Trusts
ALNY,Alnylam Pharmaceuticals  Inc.,8590974250.43,United States,Health Care,Major Pharmaceuticals
XRAY,DENTSPLY International Inc.,8622769293.45,United States,Health Care,Medical/Dental Instruments
HTZ,Hertz Global Holdings  Inc,8635954617.18,United States,Consumer Services,Rental/Leasing Companies
NWSA,News Corporation,8639761632.96,United States,Consumer Services,Newspapers/Magazines
CVC,Cablevision Systems Corporation,8674490545.05,United States,Consumer Services,Television Services
MWE,MarkWest Energy Partners  LP,8726042700.36,United States,Energy,Oil & Gas Production
JBHT,J.B. Hunt Transport Services  Inc.,8776212583.04,United States,Transportation,Trucking Freight/Courier Services
UNM,Unum Group,8786016846.45,United States,Finance,Accident &Health Insurance
NWS,News Corporation,8790725209.88,United States,Consumer Services,Newspapers/Magazines
ETFC,E*TRADE Financial Corporation,8831125251,United States,Finance,Savings Institutions
GT,The Goodyear Tire & Rubber Company,8868590490.18,United States,Consumer Durables,Automotive Aftermarket
COH,Coach  Inc.,8868663287.12,United States,Consumer Non-Durables,Apparel
SEIC,SEI Investments Company,8869095334.33,United States,Finance,Investment Bankers/Brokers/Service
UDR,United Dominion Realty Trust  Inc.,8929479276.96,United States,Consumer Services,Real Estate Investment Trusts
TW,Towers Watson & Co.,8989020427.2,United States,Consumer Services,Professional Services
NLY,Annaly Capital Management Inc,9013378099.8,United States,Consumer Services,Real Estate Investment Trusts
KSS,Kohl&#39;s Corporation,9057762033.73,United States,Consumer Services,Department/Specialty Retail Stores
GPN,Global Payments Inc.,9084086820.12,United States,Miscellaneous,Business Services
IFF,Internationa Flavors & Fragrances  Inc.,9122279505.6,United States,Basic Industries,Major Chemicals
LKQ,LKQ Corporation,9189069985.92,United States,Consumer Services,Motor Vehicles
AYI,Acuity Brands Inc,9190072023.17,United States,Consumer Durables,Building Products
VRSN,VeriSign  Inc.,9200455936.62,United States,Technology,EDP Services
COG,Cabot Oil & Gas Corporation,9229404806.5,United States,Energy,Oil & Gas Production
BLL,Ball Corporation,9239852901.62,United States,Consumer Durables,Containers/Packaging
IPG,Interpublic Group of Companies  Inc. (The),9272861747.94,United States,Technology,Advertising
NEM,Newmont Mining Corporation,9280721020.16,United States,Basic Industries,Precious Metals
HBAN,Huntington Bancshares Incorporated,9281082476,United States,Finance,Major Banks
CQP,Cheniere Energy Partners  LP,9296765477.76,United States,Public Utilities,Oil/Gas Transmission
LEA,Lear Corporation,9296825291.42,United States,Capital Goods,Auto Parts:O.E.M.
FL,Foot Locker  Inc.,9335773204.9,United States,Consumer Services,Clothing/Shoe/Accessory Stores
BWA,BorgWarner Inc.,9344612595.89,United States,Capital Goods,Auto Parts:O.E.M.
EXPD,Expeditors International of Washington  Inc.,9361527162.75,United States,Transportation,Oil Refining/Marketing
CSC,Computer Sciences Corporation,9371962173.75,United States,Technology,EDP Services
WGP,Western Gas Equity Partners  LP,9435179952.8,United States,Public Utilities,Natural Gas Distribution
SEE,Sealed Air Corporation,9440808698.28,United States,Basic Industries,Major Chemicals
WYN,Wyndham Worldwide Corp,9473088540,United States,Consumer Services,Hotels/Resorts
VOYA,Voya Financial  Inc.,9485202797.4,United States,Finance,Life Insurance
CMS,CMS Energy Corporation,9514599079.04,United States,Public Utilities,Power Generation
EXR,Extra Space Storage Inc,9521943596.87,United States,Consumer Services,Real Estate Investment Trusts
HFC,HollyFrontier Corporation,9529994741.4,United States,Energy,Integrated oil Companies
VNTV,Vantiv  Inc.,9560773944.4,United States,Miscellaneous,Business Services
KSU,Kansas City Southern,9565810105.45,United States,Transportation,Railroads
LLL,L-3 Communications Holdings  Inc.,9570358077.79,United States,Technology,Radio And Television Broadcasting And Communications Equipment
MAS,Masco Corporation,9623102489,United States,Basic Industries,Forest Products
ALLY,Ally Financial Inc.,9683218797.9,United States,Finance,Finance: Consumer Services
TSS,Total System Services  Inc.,9686804577.64,United States,Miscellaneous,Business Services
HAS,Hasbro  Inc.,9772389595.2,United States,Consumer Non-Durables,Recreational Products/Toys
IEP,Icahn Enterprises L.P.,9773061840.43,United States,Energy,Integrated oil Companies
DGX,Quest Diagnostics Incorporated,9776449881,United States,Health Care,Medical Specialities
DLR,Digital Realty Trust  Inc.,9804496532.04,United States,Consumer Services,Real Estate Investment Trusts
CTAS,Cintas Corporation,9811360359.68,United States,Consumer Non-Durables,Apparel
NDAQ,Nasdaq  Inc.,9838485063.68,United States,Finance,Investment Bankers/Brokers/Service
XRX,Xerox Corporation,9870926851.5,United States,Miscellaneous,Business Services
HRS,Harris Corporation,9873570100.42,United States,Capital Goods,Industrial Machinery/Components
SNA,Snap-On Incorporated,9882451558.98,United States,Capital Goods,Industrial Machinery/Components
BG,Bunge Limited,9900113172.65,United States,Consumer Non-Durables,Packaged Foods
ALK,Alaska Air Group  Inc.,9941313862.4,United States,Transportation,Air Freight/Delivery Services
CHRW,C.H. Robinson Worldwide  Inc.,9950727125.2,United States,Transportation,Oil Refining/Marketing
CNA,CNA Financial Corporation,9956389267.8,United States,Finance,Property-Casualty Insurers
FRT,Federal Realty Investment Trust,9963104868.99,United States,Consumer Services,Real Estate Investment Trusts
CINF,Cincinnati Financial Corporation,9972025964.54,United States,Finance,Property-Casualty Insurers
AWK,American Water Works,9993427844.4,United States,Public Utilities,Water Supply
DOV,Dover Corporation,9993735735.85,United States,Technology,Industrial Machinery/Components
WU,Western Union Company (The),10034880838.74,United States,Miscellaneous,Business Services
MCHP,Microchip Technology Incorporated,10100711479.65,United States,Technology,Semiconductors
HOG,Harley-Davidson  Inc.,10125327494.72,United States,Consumer Non-Durables,Motor Vehicles
NTAP,NetApp  Inc.,10144574964,United States,Technology,Electronic Components
JAH,Jarden Corporation,10194729300,United States,Consumer Durables,Consumer Specialties
LEN,Lennar Corporation,10205956915.72,United States,Basic Industries,Homebuilding
BBBY,Bed Bath & Beyond Inc.,10222117727.5,United States,Consumer Services,Home Furnishings
EQT,EQT Corporation,10256789600,United States,Energy,Oil & Gas Production
AMG,Affiliated Managers Group  Inc.,10258055416.74,United States,Finance,Investment Managers
HRB,H&R Block  Inc.,10283352102.26,United States,Consumer Services,Other Consumer Services
COTY,Coty Inc.,10284992476.5,United States,Consumer Non-Durables,Package Goods/Cosmetics
AEE,Ameren Corporation,10324110654.9,United States,Public Utilities,Power Generation
MLM,Martin Marietta Materials  Inc.,10383854499.9,United States,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
KLAC,KLA-Tencor Corporation,10424969643.9,United States,Capital Goods,Electronic Components
CE,Celanese Corporation,10485463829.47,United States,Basic Industries,Major Chemicals
TIF,Tiffany & Co.,10562035091.03,United States,Consumer Services,Consumer Specialties
EMN,Eastman Chemical Company,10565995169.7,United States,Basic Industries,Major Chemicals
SRCL,Stericycle  Inc.,10678768221.36,United States,Basic Industries,Environmental Services
FSL,Freescale Semiconductor  Ltd.,10684944338.64,United States,Technology,Semiconductors
CHD,Church & Dwight Company  Inc.,10737654526.67,United States,Basic Industries,Package Goods/Cosmetics
MKC,McCormick & Company  Incorporated,10773864903.9,United States,Consumer Non-Durables,Packaged Foods
DHI,D.R. Horton  Inc.,10783279932.6,United States,Capital Goods,Homebuilding
LLTC,Linear Technology Corporation,10784302335.56,United States,Technology,Semiconductors
KIM,Kimco Realty Corporation,10803491206.85,United States,Consumer Services,Real Estate Investment Trusts
CF,CF Industries Holdings  Inc.,10841382958.2,United States,Basic Industries,Agricultural Chemicals
WAT,Waters Corporation,10899176365.44,United States,Capital Goods,Biotechnology: Laboratory Analytical Instruments
LNG,Cheniere Energy  Inc.,10951915192,United States,Public Utilities,Oil/Gas Transmission
ULTA,Ulta Salon  Cosmetics & Fragrance  Inc.,11038449676.8,United States,Consumer Services,Other Specialty Stores
XEC,Cimarex Energy Co,11123188019.2,United States,Energy,Oil & Gas Production
WFM,Whole Foods Market  Inc.,11132962815.54,United States,Consumer Services,Food Chains
AKAM,Akamai Technologies  Inc.,11140769948.36,United States,Miscellaneous,Business Services
TRIP,TripAdvisor  Inc.,11155940423.46,United States,Technology,Computer Software: Programming  Data Processing
FCX,Freeport-McMoran  Inc.,11182453805.75,United States,Basic Industries,Precious Metals
KEY,KeyCorp,11185563125.75,United States,Finance,Major Banks
EEP,Enbridge Energy  L.P.,11293060114.6,United States,Energy,Natural Gas Distribution
PAA,Plains All American Pipeline  L.P.,11310025286.16,United States,Energy,Natural Gas Distribution
HOLX,Hologic  Inc.,11345372072.1,United States,Health Care,Medical Electronics
CCE,Coca-Cola Enterprises  Inc.,11472437096.85,United States,Consumer Non-Durables,Beverages (Production/Distribution)
TXT,Textron Inc.,11488683308.04,United States,Capital Goods,Aerospace
MOS,Mosaic Company (The),11515876190,United States,Basic Industries,Agricultural Chemicals
MXIM,Maxim Integrated Products  Inc.,11527967783.28,United States,Technology,Semiconductors
COL,Rockwell Collins  Inc.,11562833909.25,United States,Capital Goods,Military/Government/Technical
SLG,SL Green Realty Corporation,11579179018.4,United States,Consumer Services,Real Estate Investment Trusts
GPS,Gap  Inc. (The),11588178155.4,United States,Consumer Services,Clothing/Shoe/Accessory Stores
KMX,CarMax Inc,11610976274.7,United States,Consumer Durables,Automotive Aftermarket
RL,Ralph Lauren Corporation,11754313129.84,United States,Consumer Non-Durables,Apparel
ANTX,Anthem  Inc.,11784692397.04,United States,Health Care,Medical Specialities
ETR,Entergy Corporation,11786033814.1,United States,Public Utilities,Electric Utilities: Central
DISCK,Discovery Communications  Inc.,11841348903.34,United States,Consumer Services,Television Services
O,Realty Income Corporation,11848533883.67,United States,Consumer Services,Real Estate Investment Trusts
NWL,Newell Rubbermaid Inc.,11850150000,United States,Consumer Non-Durables,Plastic Products
VRSK,Verisk Analytics  Inc.,11880316042.24,United States,Technology,EDP Services
FAST,Fastenal Company,11900677747.92,United States,Consumer Services,RETAIL: Building Materials
AA,Alcoa Inc.,11909071155.6,United States,Capital Goods,Metal Fabrications
CA,CA Inc.,12021522580,United States,Technology,Computer Software: Prepackaged Software
CBG,CBRE Group  Inc.,12047785798.72,United States,Finance,Real Estate
TDG,Transdigm Group Incorporated,12116946898.14,United States,Capital Goods,Military/Government/Technical
LRCX,Lam Research Corporation,12180382711.7,United States,Technology,Industrial Machinery/Components
JNPR,Juniper Networks  Inc.,12190172274.21,United States,Technology,Computer Communications Equipment
